Timestamp,RR
2023-11-04 18:43:14.413474,29.75441450130981
2023-11-04 18:43:14.519861,29.495064164873476
2023-11-04 18:43:14.640922,29.205387128358403
2023-11-04 18:43:14.741234,-28.96963459231878
2023-11-04 18:43:14.869010,28.674792093818187
2023-11-04 18:43:14.991215,28.3983653269843
2023-11-04 18:43:15.086738,28.18597639628042
2023-11-04 18:43:15.312989,32.31127140237073
2023-11-04 18:43:15.439749,31.999219828545133
2023-11-04 18:43:15.544209,31.746559655564944
2023-11-04 18:43:15.668940,31.45004710393365
2023-11-04 18:43:15.757496,31.24287039557268
2023-11-04 18:43:15.886576,30.94573025181646
2023-11-04 18:43:16.010694,30.66529451642473
2023-11-04 18:43:16.236712,30.167466068603833
2023-11-04 18:43:16.330731,29.965107772363925
2023-11-04 18:43:16.457188,29.697175777371307
2023-11-04 18:43:16.554843,29.493524556238324
2023-11-04 18:43:16.685549,29.225279588508066
2023-11-04 18:43:16.783797,29.026837937911317
2023-11-04 18:43:16.913230,32.879412494217846
2023-11-04 18:43:17.046638,32.581671899984585
2023-11-04 18:43:17.258765,32.11919218090386
2023-11-04 18:43:17.485304,31.63957253619188
2023-11-04 18:43:17.581644,31.439918806409683
2023-11-04 18:43:17.710100,31.177595312344618
2023-11-04 18:43:17.839689,30.917356617538132
2023-11-04 18:43:17.930320,-30.737919469340557
2023-11-04 18:43:18.057727,30.489164341550293
2023-11-04 18:43:18.158749,30.294768093550243
2023-11-04 18:43:18.289935,30.045996665144756
2023-11-04 18:43:18.389963,29.859039208277622
2023-11-04 18:43:18.522294,29.615251607784245
2023-11-04 18:43:18.611885,33.13400570003073
2023-11-04 18:43:18.738576,32.87841980469366
2023-11-04 18:43:18.861317,32.63453526729619
2023-11-04 18:43:19.083156,32.20280227592709
2023-11-04 18:43:19.182356,32.013418127787716
2023-11-04 18:43:19.306518,31.779494563617224
2023-11-04 18:43:19.404821,-31.59670064911326
2023-11-04 18:43:19.533216,-31.361094135144363
2023-11-04 18:43:19.661786,31.128661270993618
2023-11-04 18:43:19.754250,30.963620555509145
2023-11-04 18:43:19.881744,30.738903469312188
