Timestamp,RR
2023-11-04 18:43:19.980466,30.567127194401323
2023-11-04 18:43:20.105013,30.353135119116942
2023-11-04 18:43:20.203191,33.540610579983124
2023-11-04 18:43:20.335174,33.29496089090656
2023-11-04 18:43:20.435477,33.11066777153286
2023-11-04 18:43:20.554595,-32.89443747386949
2023-11-04 18:43:20.689862,-32.652291785450714
2023-11-04 18:43:20.790109,32.47512405497389
2023-11-04 18:43:20.913838,-32.25908952268322
2023-11-04 18:43:21.008648,32.095483635876946
2023-11-04 18:43:21.140426,31.870822034020293
2023-11-04 18:43:21.353841,31.51357825546293
2023-11-04 18:43:21.482353,31.30229439557461
2023-11-04 18:43:21.705602,30.941913622244513
2023-11-04 18:43:21.804762,30.78449198379525
2023-11-04 18:43:21.934966,33.63822305169323
2023-11-04 18:43:22.029481,33.47695963469941
2023-11-04 18:43:22.155159,33.26490507153719
2023-11-04 18:43:22.252580,33.10236741611596
2023-11-04 18:43:22.381190,-32.890210831733135
2023-11-04 18:43:22.507036,32.68522979722232
2023-11-04 18:43:22.602780,32.5309829270994
2023-11-04 18:43:22.736934,32.31728918661056
2023-11-04 18:43:22.831865,-32.16776209269034
2023-11-04 18:43:22.955286,34.88227257230647
2023-11-04 18:43:23.055447,-34.71382166487682
2023-11-04 18:43:23.182201,-34.502964667239034
2023-11-04 18:43:23.277134,34.346712411399196
2023-11-04 18:43:23.408030,34.133574442789545
2023-11-04 18:43:23.533746,-33.9313466121459
2023-11-04 18:43:23.630093,33.777976609126505
2023-11-04 18:43:23.756176,-36.377632848666664
2023-11-04 18:43:23.855631,36.20967854997135
2023-11-04 18:43:23.981335,-35.99960234285412
2023-11-04 18:43:24.087166,-35.82461865037914
2023-11-04 18:43:24.212794,35.61909759016255
2023-11-04 18:43:24.337031,35.41815812681898
2023-11-04 18:43:24.428295,35.27198726807877
2023-11-04 18:43:24.560342,35.06262026647321
2023-11-04 18:43:24.654503,34.914835107529186
2023-11-04 18:43:24.779884,34.719973399158846
2023-11-04 18:43:24.875039,34.573533251095604
2023-11-04 18:43:25.005154,37.019531107974736
2023-11-04 18:43:25.228101,36.65933596326246
2023-11-04 18:43:25.356703,36.454735326903936
2023-11-04 18:43:25.585992,36.09555576477609
2023-11-04 18:43:25.684671,-35.94314513302857
2023-11-04 18:43:25.806031,-35.757459197546424
2023-11-04 18:43:25.904532,35.60815313099735
2023-11-04 18:43:26.027671,35.42324579658909
2023-11-04 18:43:26.156411,35.23197022797853
2023-11-04 18:43:26.258012,35.082468651412775
2023-11-04 18:43:26.384459,34.89817004798083
2023-11-04 18:43:26.478946,34.76171280394307
2023-11-04 18:43:26.606139,37.04967661807259
2023-11-04 18:43:26.700201,36.906766781875916
2023-11-04 18:43:26.828183,36.71408304089206
2023-11-04 18:43:27.051782,36.38222731429672
2023-11-04 18:43:27.182322,-36.19124467038684
2023-11-04 18:43:27.405641,35.869132188592566
2023-11-04 18:43:27.629563,35.551856055749106
2023-11-04 18:43:27.722404,35.42194921082849
2023-11-04 18:43:27.851080,35.24346242582867
2023-11-04 18:43:27.950110,35.10731780443047
2023-11-04 18:43:28.074561,34.937709170123824
2023-11-04 18:43:28.201025,-34.767027692632894
2023-11-04 18:43:28.299049,34.63587306645238
2023-11-04 18:43:28.430379,36.75914527329084
2023-11-04 18:43:28.526173,36.62480451510591
2023-11-04 18:43:28.650386,36.45206437723148
2023-11-04 18:43:28.754146,36.30901193080092
2023-11-04 18:43:28.879660,-36.13746102941849
2023-11-04 18:43:29.002954,35.970515418143194
2023-11-04 18:43:29.110382,35.8263055618884
2023-11-04 18:43:29.227236,35.67074961745907
2023-11-04 18:43:29.327333,-35.53857075122319
2023-11-04 18:43:29.456836,-35.36900761970005
2023-11-04 18:43:29.554534,35.242154903587924
2023-11-04 18:43:29.677534,35.083737755638474
2023-11-04 18:43:29.773659,34.960922065185365
2023-11-04 18:43:29.911536,36.96039588497446
2023-11-04 18:43:30.038727,36.790832359398244
2023-11-04 18:43:30.129896,-36.67024537103762
2023-11-04 18:43:30.253931,36.50745099178933
2023-11-04 18:43:30.478912,-36.215825442277776
2023-11-04 18:43:30.704714,35.9277830426852
2023-11-04 18:43:30.830390,35.76944154187894
2023-11-04 18:43:30.930161,35.644728570983254
2023-11-04 18:43:31.050878,35.494991047780466
2023-11-04 18:43:31.146415,35.37737566881448
2023-11-04 18:43:31.274565,-35.22082907345463
2023-11-04 18:43:31.372993,-35.10152807275679
2023-11-04 18:43:31.499381,34.949517820005326
2023-11-04 18:43:31.597777,34.8320827249671
2023-11-04 18:43:31.724199,36.722490519307016
2023-11-04 18:43:31.850497,36.56546294516927
2023-11-04 18:43:31.949933,36.44277485545715
2023-11-04 18:43:32.077039,36.28714013992725
2023-11-04 18:43:32.178599,36.16373734813323
2023-11-04 18:43:32.303808,36.01274971382369
2023-11-04 18:43:32.403436,35.89350755244266
2023-11-04 18:43:32.524659,35.7494795637107
2023-11-04 18:43:32.651888,35.59955367389207
2023-11-04 18:43:32.753473,35.480746372980704
2023-11-04 18:43:32.874702,35.3399984352234
2023-11-04 18:43:32.972853,35.22685967158651
2023-11-04 18:43:33.100773,35.080488933664874
2023-11-04 18:43:33.200046,34.96773271519879
2023-11-04 18:43:33.324093,36.76273306282841
2023-11-04 18:43:33.548987,36.49803528514795
2023-11-04 18:43:33.675547,-36.350744893724766
2023-11-04 18:43:33.902376,36.08971485231377
2023-11-04 18:43:34.123964,35.83831074550445
2023-11-04 18:43:34.219202,35.7313308576118
2023-11-04 18:43:34.348723,35.58686200482521
2023-11-04 18:43:34.445105,-29.877989495147876
2023-11-04 18:43:34.573430,29.75913606252097
2023-11-04 18:43:34.701155,35.19960615963466
2023-11-04 18:43:34.797241,35.09548372844075
2023-11-04 18:43:34.924158,34.95889217601287
2023-11-04 18:43:35.020712,34.85568812573413
2023-11-04 18:43:35.147620,34.72096269899566
2023-11-04 18:43:35.251334,-34.61163093496489
2023-11-04 18:43:35.372558,36.29969500088768
2023-11-04 18:43:35.499390,36.160958573975726
2023-11-04 18:43:35.597348,36.054529952736424
2023-11-04 18:43:35.721486,-35.920554151178294
2023-11-04 18:43:35.819054,35.8159507829143
2023-11-04 18:43:35.948678,-30.326230860692036
2023-11-04 18:43:36.047060,30.23778370563506
2023-11-04 18:43:36.170968,-30.127119609006698
2023-11-04 18:43:36.269811,30.039420554891706
