Timestamp,Temp
2023-11-04 19:40:51.644683,96.764
2023-11-04 19:40:51.868527,96.8
2023-11-04 19:40:52.098228,96.872
2023-11-04 19:40:52.220953,96.872
2023-11-04 19:40:52.350254,96.908
2023-11-04 19:40:52.446169,96.872
2023-11-04 19:40:52.575869,96.872
2023-11-04 19:40:52.670583,96.872
2023-11-04 19:40:52.797079,96.908
2023-11-04 19:40:52.894970,96.908
2023-11-04 19:40:53.022878,96.944
2023-11-04 19:40:53.151692,96.944
2023-11-04 19:40:53.247165,96.944
2023-11-04 19:40:53.376286,96.944
2023-11-04 19:40:53.472408,96.89
2023-11-04 19:40:53.602570,96.83600000000001
2023-11-04 19:40:55.421684,97.286
2023-11-04 19:40:55.517441,97.466
2023-11-04 19:40:55.649705,97.43
2023-11-04 19:40:55.744035,97.43
2023-11-04 19:40:55.872245,97.55600000000001
2023-11-04 19:40:55.998210,97.592
2023-11-04 19:40:56.097859,97.916
2023-11-04 19:40:56.224834,97.952
2023-11-04 19:40:56.318458,98.20400000000001
2023-11-04 19:40:56.446266,98.20400000000001
2023-11-04 19:40:56.541921,98.16799999999999
2023-11-04 19:40:56.672821,98.20400000000001
2023-11-04 19:40:56.773954,98.20400000000001
2023-11-04 19:40:56.897901,98.24
2023-11-04 19:40:57.027431,98.294
2023-11-04 19:40:57.244634,98.294
2023-11-04 19:40:57.468439,98.384
2023-11-04 19:40:57.563307,98.348
2023-11-04 19:40:57.693300,98.33
2023-11-04 19:40:57.826731,98.33
2023-11-04 19:40:58.049534,98.33
2023-11-04 19:40:58.141608,98.33
2023-11-04 19:40:58.269124,98.33
2023-11-04 19:40:58.365789,98.366
2023-11-04 19:40:58.494073,98.348
2023-11-04 19:40:58.588035,98.348
2023-11-04 19:40:58.720193,98.438
2023-11-04 19:40:58.847387,98.438
2023-11-04 19:40:58.945085,98.42
2023-11-04 19:40:59.070304,98.744
2023-11-04 19:40:59.165758,98.70800000000001
2023-11-04 19:40:59.296034,98.672
2023-11-04 19:40:59.388031,98.672
2023-11-04 19:40:59.516307,98.672
2023-11-04 19:40:59.618836,98.672
2023-11-04 19:40:59.744911,98.672
2023-11-04 19:40:59.870322,98.672
2023-11-04 19:40:59.964893,98.63600000000001
2023-11-04 19:41:00.096032,98.60000000000001
2023-11-04 19:41:00.199208,98.58200000000001
2023-11-04 19:41:00.323661,98.58200000000001
2023-11-04 19:41:00.543177,98.58200000000001
2023-11-04 19:41:00.669916,98.51
2023-11-04 19:41:00.895151,98.492
