Timestamp,Temp
2023-11-04 19:41:01.117932,98.474
2023-11-04 19:41:01.213206,98.456
2023-11-04 19:41:01.342193,98.438
2023-11-04 19:41:01.438463,98.438
2023-11-04 19:41:01.564358,98.42
2023-11-04 19:41:01.695574,98.384
2023-11-04 19:41:01.789937,98.25800000000001
2023-11-04 19:41:01.916375,98.25800000000001
2023-11-04 19:41:02.014291,98.294
2023-11-04 19:41:02.140606,98.294
2023-11-04 19:41:02.239261,98.294
2023-11-04 19:41:02.366073,98.294
2023-11-04 19:41:02.492833,98.25800000000001
2023-11-04 19:41:02.592181,98.222
2023-11-04 19:41:02.717187,98.20400000000001
2023-11-04 19:41:02.818716,98.15
2023-11-04 19:41:02.942766,98.132
2023-11-04 19:41:03.041057,98.11399999999999
2023-11-04 19:41:03.170942,98.078
2023-11-04 19:41:03.266063,98.042
2023-11-04 19:41:03.391716,98.042
2023-11-04 19:41:03.517793,98.006
2023-11-04 19:41:03.613193,98.006
2023-11-04 19:41:03.741816,97.988
2023-11-04 19:41:03.965639,97.898
2023-11-04 19:41:04.195081,97.844
2023-11-04 19:41:04.320491,97.86200000000001
2023-11-04 19:41:04.542941,97.772
2023-11-04 19:41:04.636867,97.7
2023-11-04 19:41:04.764403,97.664
2023-11-04 19:41:04.861734,97.61000000000001
2023-11-04 19:41:04.992290,97.538
2023-11-04 19:41:05.085595,97.538
2023-11-04 19:41:05.212576,97.55600000000001
2023-11-04 19:41:05.341124,97.52
2023-11-04 19:41:05.438754,97.466
2023-11-04 19:41:05.568431,97.412
2023-11-04 19:41:05.665793,97.286
2023-11-04 19:41:05.790758,97.358
2023-11-04 19:41:05.887893,97.304
2023-11-04 19:41:06.015375,97.286
2023-11-04 19:41:06.112026,97.07
2023-11-04 19:41:06.239929,97.34
2023-11-04 19:41:06.365153,97.34
2023-11-04 19:41:06.465164,97.322
2023-11-04 19:41:06.594192,97.322
2023-11-04 19:41:06.690395,97.268
2023-11-04 19:41:06.816490,97.178
2023-11-04 19:41:06.914231,97.034
2023-11-04 19:41:07.040108,97.01599999999999
2023-11-04 19:41:07.174593,96.998
2023-11-04 19:41:07.263686,96.98
2023-11-04 19:41:07.388672,96.962
2023-11-04 19:41:07.618859,97.052
2023-11-04 19:41:07.838410,97.052
2023-11-04 19:41:07.932900,97.052
2023-11-04 19:41:08.062306,97.052
2023-11-04 19:41:08.188654,96.98
2023-11-04 19:41:08.284841,96.962
2023-11-04 19:41:08.415192,96.962
2023-11-04 19:41:08.511683,96.962
2023-11-04 19:41:08.640844,97.286
2023-11-04 19:41:08.862697,97.286
2023-11-04 19:41:08.990568,97.214
2023-11-04 19:41:09.213350,96.98
2023-11-04 19:41:09.311123,96.926
2023-11-04 19:41:09.437559,96.908
2023-11-04 19:41:09.534411,96.908
2023-11-04 19:41:09.662429,96.908
2023-11-04 19:41:09.758832,96.89
2023-11-04 19:41:09.885420,96.89
2023-11-04 19:41:10.013466,96.854
2023-11-04 19:41:10.112740,96.83600000000001
2023-11-04 19:41:10.235379,96.818
2023-11-04 19:41:10.338787,96.83600000000001
2023-11-04 19:41:10.465155,96.8
2023-11-04 19:41:10.565420,96.8
2023-11-04 19:41:10.686264,96.78200000000001
2023-11-04 19:41:10.782840,96.746
2023-11-04 19:41:10.912124,96.656
2023-11-04 19:41:11.041862,96.63799999999999
2023-11-04 19:41:11.263962,96.63799999999999
2023-11-04 19:41:11.358376,96.62
2023-11-04 19:41:11.486612,96.62
2023-11-04 19:41:11.581187,96.566
2023-11-04 19:41:11.706575,96.566
2023-11-04 19:41:11.835867,96.566
2023-11-04 19:41:11.932745,96.53
2023-11-04 19:41:12.062361,96.53
2023-11-04 19:41:12.162212,96.53
2023-11-04 19:41:12.284849,96.51200000000001
2023-11-04 19:41:12.381599,96.476
2023-11-04 19:41:12.510392,96.476
2023-11-04 19:41:12.608725,96.476
2023-11-04 19:41:12.736674,96.476
2023-11-04 19:41:12.861941,96.476
2023-11-04 19:41:12.964791,96.53
2023-11-04 19:41:13.085420,96.44
2023-11-04 19:41:13.184168,96.44
2023-11-04 19:41:13.308366,96.38600000000001
2023-11-04 19:41:13.408577,96.35000000000001
2023-11-04 19:41:13.535752,96.314
2023-11-04 19:41:13.667066,96.314
2023-11-04 19:41:13.759117,96.296
2023-11-04 19:41:13.894561,96.26
2023-11-04 19:41:13.981444,96.242
2023-11-04 19:41:14.109804,96.206
2023-11-04 19:41:14.333344,96.098
2023-11-04 19:41:14.428841,96.098
2023-11-04 19:41:14.558256,96.098
2023-11-04 19:41:14.684685,96.098
2023-11-04 19:41:14.780194,96.08
2023-11-04 19:41:14.909188,96.08
2023-11-04 19:41:15.005179,96.08
2023-11-04 19:41:15.134733,96.06200000000001
2023-11-04 19:41:15.231170,96.06200000000001
2023-11-04 19:41:15.357705,96.06200000000001
2023-11-04 19:41:15.485482,96.026
2023-11-04 19:41:15.582602,95.99
2023-11-04 19:41:15.709175,96.116
2023-11-04 19:41:15.810261,96.116
2023-11-04 19:41:15.932198,96.098
2023-11-04 19:41:16.032109,96.116
2023-11-04 19:41:16.162987,96.098
2023-11-04 19:41:16.256012,96.026
2023-11-04 19:41:16.380183,96.026
2023-11-04 19:41:16.508638,96.134
2023-11-04 19:41:16.611791,96.134
2023-11-04 19:41:16.732839,96.134
2023-11-04 19:41:16.838918,96.134
2023-11-04 19:41:16.963619,96.134
2023-11-04 19:41:17.056011,96.134
2023-11-04 19:41:17.180657,96.098
2023-11-04 19:41:17.408391,96.116
2023-11-04 19:41:17.534257,96.098
2023-11-04 19:41:17.761301,96.06200000000001
2023-11-04 19:41:17.981223,95.99
2023-11-04 19:41:18.078049,95.95400000000001
2023-11-04 19:41:18.208130,95.95400000000001
2023-11-04 19:41:18.333064,95.95400000000001
2023-11-04 19:41:18.429650,95.95400000000001
2023-11-04 19:41:18.560620,96.044
2023-11-04 19:41:18.656585,96.17
2023-11-04 19:41:18.782628,96.134
2023-11-04 19:41:18.880378,96.116
2023-11-04 19:41:19.006517,96.08
2023-11-04 19:41:19.099273,95.936
2023-11-04 19:41:19.232269,95.936
2023-11-04 19:41:19.357613,95.918
2023-11-04 19:41:19.453890,95.918
2023-11-04 19:41:19.582772,95.918
2023-11-04 19:41:19.681543,95.9
2023-11-04 19:41:19.804671,95.9
2023-11-04 19:41:19.903113,96.314
2023-11-04 19:41:20.036587,96.314
2023-11-04 19:41:20.159839,96.278
2023-11-04 19:41:20.253579,95.9
2023-11-04 19:41:20.389840,95.792
2023-11-04 19:41:20.485931,95.97200000000001
2023-11-04 19:41:20.622639,95.97200000000001
2023-11-04 19:41:20.705336,95.95400000000001
2023-11-04 19:41:20.841732,95.936
2023-11-04 19:41:21.056249,95.666
